Detector;Time;qPKW;vPKW
ZJTJ960;2060.00;23;34.26
ZJQJI20;2060.00;80;42.76
ZJTJ820;2060.00;83;46.34
ZJHKR40;2065.00;62;36.48
ZJ7KV40_ZINKW40;2065.00;51;40.56
ZJSJD40;2065.00;78;29.26
ZK5JW60;2065.00;39;33.9
ZK7K820;2065.00;17;27.06
Z7230E0_ZK7KP40;2065.00;47;36.22
ZJHKR20_ZJWJ740;2065.00;74;40.78
ZKJJP20;2065.00;56;45.61
ZK9KC60;2065.00;129;49.17
ZJTJ960;2065.00;11;25.45
ZJQJI20;2065.00;72;44.38
ZJTJ820;2065.00;115;47.78
ZJHKR40;2070.00;55;36.2
ZJ7KV40_ZINKW40;2070.00;44;39.54
ZJSJD40;2070.00;79;27.67
ZK5JW60;2070.00;21;29.81
ZK7K820;2070.00;8;35.5
Z7230E0_ZK7KP40;2070.00;50;39.45
ZJHKR20_ZJWJ740;2070.00;105;39.43
ZKJJP20;2070.00;102;46.73
ZK9KC60;2070.00;140;46.12
ZJTJ960;2070.00;12;30.33
ZJQJI20;2070.00;73;42.85
ZJTJ820;2070.00;119;46.5
ZJHKR40;2075.00;39;35.62
ZJ7KV40_ZINKW40;2075.00;44;41.3
ZJSJD40;2075.00;74;23.46
ZK5JW60;2075.00;49;30.98
ZK7K820;2075.00;19;37.16
Z7230E0_ZK7KP40;2075.00;41;43.41
ZJHKR20_ZJWJ740;2075.00;78;38.59
ZKJJP20;2075.00;69;46.06
ZK9KC60;2075.00;121;57.12
ZJTJ960;2075.00;24;32.21
ZJQJI20;2075.00;78;44.99
ZJTJ820;2075.00;80;50.46
ZJHKR40;2080.00;50;36.22
ZJ7KV40_ZINKW40;2080.00;45;38.24
ZJSJD40;2080.00;82;23.8
ZK5JW60;2080.00;15;38.47
ZK7K820;2080.00;9;25.56
Z7230E0_ZK7KP40;2080.00;39;41.87
ZJHKR20_ZJWJ740;2080.00;59;35.08
ZKJJP20;2080.00;68;43.18
ZK9KC60;2080.00;94;52.07
ZJTJ960;2080.00;11;41.36
ZJQJI20;2080.00;44;45.5
ZJTJ820;2080.00;87;45.94
ZJHKR40;2085.00;36;35.08
ZJ7KV40_ZINKW40;2085.00;49;37.96
ZJSJD40;2085.00;87;19.17
ZK5JW60;2085.00;20;35.65
ZK7K820;2085.00;9;29.56
Z7230E0_ZK7KP40;2085.00;35;41.87
ZJHKR20_ZJWJ740;2085.00;87;36.42
ZKJJP20;2085.00;65;41.4
ZK9KC60;2085.00;127;46.09
ZJTJ960;2085.00;11;33.45
ZJQJI20;2085.00;47;39.77
ZJTJ820;2085.00;102;48.66
ZJHKR40;2090.00;28;39.89
ZJ7KV40_ZINKW40;2090.00;40;38.17
ZJSJD40;2090.00;52;15.96
ZK5JW60;2090.00;29;37.0
ZK7K820;2090.00;7;44.43
Z7230E0_ZK7KP40;2090.00;39;42.12
ZJHKR20_ZJWJ740;2090.00;71;37.16
ZKJJP20;2090.00;78;45.69
ZK9KC60;2090.00;99;45.27
ZJTJ960;2090.00;31;38.06
ZJQJI20;2090.00;85;43.49
ZJTJ820;2090.00;72;49.65
ZJHKR40;2095.00;35;35.69
ZJ7KV40_ZINKW40;2095.00;44;35.36
ZJSJD40;2095.00;66;20.06
ZK5JW60;2095.00;17;39.0
ZK7K820;2095.00;11;45.64
Z7230E0_ZK7KP40;2095.00;31;41.28
ZJHKR20_ZJWJ740;2095.00;48;37.66
ZKJJP20;2095.00;55;50.96
ZK9KC60;2095.00;86;51.1
ZJTJ960;2095.00;4;9.25
ZJQJI20;2095.00;55;45.91
ZJTJ820;2095.00;66;48.48
ZJHKR40;2100.00;37;36.62
ZJ7KV40_ZINKW40;2100.00;41;34.6
ZJSJD40;2100.00;66;27.36
ZK5JW60;2100.00;22;32.64
ZK7K820;2100.00;6;37.5
Z7230E0_ZK7KP40;2100.00;28;39.44
ZJHKR20_ZJWJ740;2100.00;83;38.91
ZKJJP20;2100.00;66;45.97
ZK9KC60;2100.00;123;55.49
ZJTJ960;2100.00;7;30.71
ZJQJI20;2100.00;46;40.63
ZJTJ820;2100.00;80;52.7
ZJHKR40;2105.00;33;28.39
ZJ7KV40_ZINKW40;2105.00;31;34.92
ZJSJD40;2105.00;60;16.67
ZK5JW60;2105.00;22;33.5
ZK7K820;2105.00;16;29.31
Z7230E0_ZK7KP40;2105.00;34;39.42
ZJHKR20_ZJWJ740;2105.00;68;35.76
ZKJJP20;2105.00;78;47.85
ZK9KC60;2105.00;99;47.55
ZJTJ960;2105.00;8;29.5
ZJQJI20;2105.00;48;50.38
ZJTJ820;2105.00;38;49.95
ZJHKR40;2110.00;21;39.1
ZJ7KV40_ZINKW40;2110.00;36;28.6
ZJSJD40;2110.00;71;12.99
ZK5JW60;2110.00;8;37.12
ZK7K820;2110.00;10;38.6
Z7230E0_ZK7KP40;2110.00;22;41.85
ZJHKR20_ZJWJ740;2110.00;60;36.94
ZKJJP20;2110.00;67;48.1
ZK9KC60;2110.00;88;62.48
ZJTJ960;2110.00;5;20.6
ZJQJI20;2110.00;35;43.43
ZJTJ820;2110.00;41;42.95
ZJHKR40;2115.00;16;31.19
ZJ7KV40_ZINKW40;2115.00;35;37.43
ZJSJD40;2115.00;57;23.86
ZK5JW60;2115.00;10;39.4
ZK7K820;2115.00;7;31.29
Z7230E0_ZK7KP40;2115.00;28;46.05
ZJHKR20_ZJWJ740;2115.00;57;35.68
ZKJJP20;2115.00;49;47.31
ZK9KC60;2115.00;96;60.98
ZJTJ960;2115.00;4;0.0
ZJQJI20;2115.00;59;40.56
ZJTJ820;2115.00;55;44.05
ZJHKR40;2120.00;25;29.0
ZJ7KV40_ZINKW40;2120.00;24;33.2
ZJSJD40;2120.00;55;23.0
ZK5JW60;2120.00;21;35.1
ZK7K820;2120.00;5;41.6
Z7230E0_ZK7KP40;2120.00;29;45.39
ZJHKR20_ZJWJ740;2120.00;58;42.59
ZKJJP20;2120.00;59;48.22
ZK9KC60;2120.00;99;58.84
ZJTJ960;2120.00;11;25.55
ZJQJI20;2120.00;56;47.38
ZJTJ820;2120.00;71;49.82
ZJHKR40;2125.00;24;32.29
ZJ7KV40_ZINKW40;2125.00;28;37.82
ZJSJD40;2125.00;41;19.02
ZK5JW60;2125.00;16;37.31
ZK7K820;2125.00;7;32.57
Z7230E0_ZK7KP40;2125.00;33;41.46
ZJHKR20_ZJWJ740;2125.00;45;41.78
ZKJJP20;2125.00;39;43.95
ZK9KC60;2125.00;62;55.16
ZJTJ960;2125.00;4;45.0
ZJQJI20;2125.00;30;45.37
ZJTJ820;2125.00;39;44.79
ZJHKR40;2130.00;32;31.5
ZJ7KV40_ZINKW40;2130.00;32;31.75
ZJSJD40;2130.00;41;18.54
ZK5JW60;2130.00;8;31.62
ZK7K820;2130.00;4;37.5
Z7230E0_ZK7KP40;2130.00;34;46.02
ZJHKR20_ZJWJ740;2130.00;47;33.56
ZKJJP20;2130.00;42;48.98
ZK9KC60;2130.00;72;60.61
ZJTJ960;2130.00;6;7.33
ZJQJI20;2130.00;50;42.4
ZJTJ820;2130.00;56;50.48
ZJHKR40;2135.00;20;22.65
ZJ7KV40_ZINKW40;2135.00;26;34.66
ZJSJD40;2135.00;21;15.29
ZK5JW60;2135.00;9;38.0
ZK7K820;2135.00;2;48.0
Z7230E0_ZK7KP40;2135.00;26;49.22
ZJHKR20_ZJWJ740;2135.00;47;39.13
ZKJJP20;2135.00;57;53.67
ZK9KC60;2135.00;63;50.78
ZJTJ960;2135.00;5;45.6
ZJQJI20;2135.00;38;42.92
ZJTJ820;2135.00;46;47.74
ZJHKR40;2140.00;18;25.28
ZJ7KV40_ZINKW40;2140.00;21;42.21
ZJSJD40;2140.00;38;20.74
ZK5JW60;2140.00;13;38.85
ZK7K820;2140.00;11;45.73
Z7230E0_ZK7KP40;2140.00;23;50.31
ZJHKR20_ZJWJ740;2140.00;43;38.37
ZKJJP20;2140.00;45;48.0
ZK9KC60;2140.00;63;44.59
ZJTJ960;2140.00;15;41.4
ZJQJI20;2140.00;46;41.48
ZJTJ820;2140.00;32;49.34
ZJHKR40;2145.00;24;23.25
ZJ7KV40_ZINKW40;2145.00;29;37.32
ZJSJD40;2145.00;37;20.32
ZK5JW60;2145.00;12;36.33
ZK7K820;2145.00;7;45.43
Z7230E0_ZK7KP40;2145.00;22;49.46
ZJHKR20_ZJWJ740;2145.00;38;37.73
ZKJJP20;2145.00;25;48.6
ZK9KC60;2145.00;57;47.0
ZJTJ960;2145.00;6;39.0
ZJQJI20;2145.00;32;55.38
ZJTJ820;2145.00;25;47.64
ZJHKR40;2150.00;24;19.71
ZJ7KV40_ZINKW40;2150.00;19;38.51
ZJSJD40;2150.00;34;18.41
ZK5JW60;2150.00;10;36.4
ZK7K820;2150.00;6;44.5
Z7230E0_ZK7KP40;2150.00;23;38.73
ZJHKR20_ZJWJ740;2150.00;54;41.76
ZKJJP20;2150.00;53;49.32
ZK9KC60;2150.00;76;63.75
ZJTJ960;2150.00;10;37.9
ZJQJI20;2150.00;54;59.26
ZJTJ820;2150.00;38;54.0
ZJHKR40;2155.00;13;25.69
ZJ7KV40_ZINKW40;2155.00;25;39.33
ZJSJD40;2155.00;28;22.89
ZK5JW60;2155.00;2;32.5
ZK7K820;2155.00;7;41.29
Z7230E0_ZK7KP40;2155.00;20;48.24
ZJHKR20_ZJWJ740;2155.00;44;46.68
ZKJJP20;2155.00;25;48.84
ZK9KC60;2155.00;63;49.95
ZJTJ960;2155.00;6;40.0
ZJQJI20;2155.00;30;50.87
ZJTJ820;2155.00;27;50.96
ZJHKR40;2160.00;8;21.0
ZJ7KV40_ZINKW40;2160.00;13;34.71
ZJSJD40;2160.00;41;20.95
ZK5JW60;2160.00;9;34.89
ZK7K820;2160.00;5;45.4
Z7230E0_ZK7KP40;2160.00;19;42.48
ZJHKR20_ZJWJ740;2160.00;44;37.86
ZKJJP20;2160.00;51;49.02
ZK9KC60;2160.00;64;63.11
ZJTJ960;2160.00;6;24.5
ZJQJI20;2160.00;44;51.27
ZJTJ820;2160.00;32;50.69
ZJHKR40;2165.00;22;30.86
ZJ7KV40_ZINKW40;2165.00;27;45.4
ZJSJD40;2165.00;28;24.21
ZK5JW60;2165.00;10;33.9
ZK7K820;2165.00;7;16.0
Z7230E0_ZK7KP40;2165.00;26;45.85
ZJHKR20_ZJWJ740;2165.00;33;38.52
ZKJJP20;2165.00;32;50.16
ZK9KC60;2165.00;38;59.16
ZJTJ960;2165.00;8;40.12
ZJQJI20;2165.00;33;50.39
ZJTJ820;2165.00;30;56.7
ZJHKR40;2170.00;19;24.89
ZJ7KV40_ZINKW40;2170.00;23;42.59
ZJSJD40;2170.00;10;21.8
ZK5JW60;2170.00;12;38.5
ZK7K820;2170.00;5;33.4
Z7230E0_ZK7KP40;2170.00;24;47.82
ZJHKR20_ZJWJ740;2170.00;43;37.64
ZKJJP20;2170.00;35;41.66
ZK9KC60;2170.00;55;46.53
ZJTJ960;2170.00;2;40.5
ZJQJI20;2170.00;37;56.22
ZJTJ820;2170.00;36;55.64
ZJHKR40;2175.00;20;31.85
ZJ7KV40_ZINKW40;2175.00;23;38.45
ZJSJD40;2175.00;31;15.35
ZK5JW60;2175.00;12;36.42
ZK7K820;2175.00;10;35.8
Z7230E0_ZK7KP40;2175.00;23;48.36
ZJHKR20_ZJWJ740;2175.00;35;44.15
ZKJJP20;2175.00;32;44.41
ZK9KC60;2175.00;45;49.98
ZJTJ960;2175.00;6;36.0
ZJQJI20;2175.00;39;48.62
ZJTJ820;2175.00;25;46.96
ZJHKR40;2180.00;16;26.62
ZJ7KV40_ZINKW40;2180.00;10;41.48
ZJSJD40;2180.00;18;29.89
ZK5JW60;2180.00;9;38.22
ZK7K820;2180.00;3;29.33
Z7230E0_ZK7KP40;2180.00;20;47.52
ZJHKR20_ZJWJ740;2180.00;36;39.37
ZKJJP20;2180.00;27;46.85
ZK9KC60;2180.00;62;62.05
ZJTJ960;2180.00;11;57.91
ZJQJI20;2180.00;37;49.24
ZJTJ820;2180.00;25;53.48
ZJHKR40;2190.00;12;30.33
ZJ7KV40_ZINKW40;2190.00;16;31.99
ZJSJD40;2190.00;35;19.66
ZK5JW60;2190.00;12;36.0
ZK7K820;2190.00;3;33.33
Z7230E0_ZK7KP40;2190.00;20;53.32
ZJHKR20_ZJWJ740;2190.00;24;34.82
ZKJJP20;2190.00;23;55.61
ZK9KC60;2190.00;53;64.47
ZJTJ960;2190.00;4;45.0
ZJQJI20;2190.00;24;54.71
ZJTJ820;2190.00;22;49.91
ZJHKR40;2195.00;11;11.64
ZJ7KV40_ZINKW40;2195.00;9;25.26
ZJSJD40;2195.00;13;13.46
ZK5JW60;2195.00;4;33.0
ZK7K820;2195.00;2;36.5
Z7230E0_ZK7KP40;2195.00;13;45.19
ZJHKR20_ZJWJ740;2195.00;26;35.38
ZKJJP20;2195.00;31;45.35
ZK9KC60;2195.00;51;64.75
ZJTJ960;2195.00;4;47.25
ZJQJI20;2195.00;33;46.61
ZJTJ820;2195.00;27;58.44
ZJHKR40;2200.00;11;12.45
ZJ7KV40_ZINKW40;2200.00;21;35.67
ZJSJD40;2200.00;18;21.5
ZK5JW60;2200.00;9;38.67
ZK7K820;2200.00;4;42.25
Z7230E0_ZK7KP40;2200.00;12;52.42
ZJHKR20_ZJWJ740;2200.00;28;42.04
ZKJJP20;2200.00;34;48.26
ZK9KC60;2200.00;38;62.74
ZJTJ960;2200.00;5;59.6
ZJQJI20;2200.00;21;58.71
ZJTJ820;2200.00;16;63.38
ZJHKR40;2205.00;11;25.36
ZJ7KV40_ZINKW40;2205.00;18;36.77
ZJSJD40;2205.00;22;15.55
ZK5JW60;2205.00;11;40.64
ZK7K820;2205.00;6;29.17
Z7230E0_ZK7KP40;2205.00;18;45.18
ZJHKR20_ZJWJ740;2205.00;33;41.18
ZKJJP20;2205.00;29;47.52
ZK9KC60;2205.00;60;62.38
ZJTJ960;2205.00;5;53.6
ZJQJI20;2205.00;38;50.16
ZJTJ820;2205.00;23;46.96
ZJHKR40;2210.00;11;28.0
ZJ7KV40_ZINKW40;2210.00;18;44.17
ZJSJD40;2210.00;26;10.19
ZK5JW60;2210.00;5;28.6
ZK7K820;2210.00;2;40.0
Z7230E0_ZK7KP40;2210.00;15;47.92
ZJHKR20_ZJWJ740;2210.00;29;29.06
ZKJJP20;2210.00;27;47.89
ZK9KC60;2210.00;44;55.98
ZJTJ960;2210.00;4;50.75
ZJQJI20;2210.00;22;37.59
ZJTJ820;2210.00;22;56.59
ZJHKR40;2215.00;13;25.92
ZJ7KV40_ZINKW40;2215.00;11;30.99
ZJSJD40;2215.00;11;16.82
ZK5JW60;2215.00;8;37.5
ZK7K820;2215.00;5;32.8
Z7230E0_ZK7KP40;2215.00;18;45.13
ZJHKR20_ZJWJ740;2215.00;37;41.68
ZKJJP20;2215.00;42;53.67
ZK9KC60;2215.00;56;58.36
ZJTJ960;2215.00;5;21.2
ZJQJI20;2215.00;36;52.81
ZJTJ820;2215.00;20;53.25
ZJHKR40;2220.00;11;21.91
ZJ7KV40_ZINKW40;2220.00;13;28.67
ZJSJD40;2220.00;21;10.95
ZK5JW60;2220.00;3;44.0
ZK7K820;2220.00;2;22.0
Z7230E0_ZK7KP40;2220.00;21;52.29
ZJHKR20_ZJWJ740;2220.00;20;33.57
ZKJJP20;2220.00;30;42.7
ZK9KC60;2220.00;52;59.63
ZJTJ960;2220.00;7;21.57
ZJQJI20;2220.00;24;53.54
ZJTJ820;2220.00;13;48.62
ZJHKR40;2225.00;7;31.14
ZJ7KV40_ZINKW40;2225.00;9;21.29
ZJSJD40;2225.00;13;16.08
ZK5JW60;2225.00;7;35.29
ZK7K820;2225.00;4;7.75
Z7230E0_ZK7KP40;2225.00;12;56.45
ZJHKR20_ZJWJ740;2225.00;31;38.06
ZKJJP20;2225.00;43;44.56
ZK9KC60;2225.00;27;57.52
ZJTJ960;2225.00;2;31.0
ZJQJI20;2225.00;38;42.71
ZJTJ820;2225.00;23;52.04
ZJHKR40;2230.00;9;34.33
ZJ7KV40_ZINKW40;2230.00;9;34.89
ZJSJD40;2230.00;17;14.76
ZK5JW60;2230.00;6;36.5
ZK7K820;2230.00;3;34.33
Z7230E0_ZK7KP40;2230.00;17;49.01
ZJHKR20_ZJWJ740;2230.00;26;35.47
ZKJJP20;2230.00;27;50.37
ZK9KC60;2230.00;37;55.46
ZJTJ960;2230.00;6;35.5
ZJQJI20;2230.00;18;48.67
ZJTJ820;2230.00;21;48.67
ZJHKR40;2235.00;7;13.57
ZJ7KV40_ZINKW40;2235.00;10;35.82
ZJSJD40;2235.00;13;19.15
ZK5JW60;2235.00;5;41.6
ZK7K820;2235.00;1;36.0
Z7230E0_ZK7KP40;2235.00;18;44.98
ZJHKR20_ZJWJ740;2235.00;35;36.83
ZKJJP20;2235.00;26;43.35
ZK9KC60;2235.00;40;51.38
ZJTJ960;2235.00;5;18.6
ZJQJI20;2235.00;30;52.2
ZJTJ820;2235.00;18;42.39
ZJHKR40;2240.00;9;32.78
ZJ7KV40_ZINKW40;2240.00;10;33.7
ZJSJD40;2240.00;18;13.0
ZK5JW60;2240.00;4;43.5
ZK7K820;2240.00;2;25.5
Z7230E0_ZK7KP40;2240.00;13;49.16
ZJHKR20_ZJWJ740;2240.00;21;40.14
ZKJJP20;2240.00;24;45.92
ZK9KC60;2240.00;41;58.78
ZJTJ960;2240.00;2;25.5
ZJQJI20;2240.00;21;55.48
ZJTJ820;2240.00;15;55.73
ZJHKR40;2245.00;15;24.33
ZJ7KV40_ZINKW40;2245.00;9;40.56
ZJSJD40;2245.00;22;15.77
ZK5JW60;2245.00;5;49.2
ZK7K820;2245.00;0;0.0
Z7230E0_ZK7KP40;2245.00;12;52.06
ZJHKR20_ZJWJ740;2245.00;30;39.69
ZKJJP20;2245.00;29;52.21
ZK9KC60;2245.00;37;44.49
ZJTJ960;2245.00;0;0.0
ZJQJI20;2245.00;31;56.48
ZJTJ820;2245.00;21;51.9
ZJHKR40;2250.00;5;30.4
ZJ7KV40_ZINKW40;2250.00;14;37.71
ZJSJD40;2250.00;12;6.83
ZK5JW60;2250.00;7;41.86
ZK7K820;2250.00;2;16.5
Z7230E0_ZK7KP40;2250.00;10;47.57
ZJHKR20_ZJWJ740;2250.00;19;32.63
ZKJJP20;2250.00;22;47.68
ZK9KC60;2250.00;36;55.92
ZJTJ960;2250.00;8;28.62
ZJQJI20;2250.00;24;59.96
ZJTJ820;2250.00;22;52.23
ZJHKR40;2255.00;7;34.29
ZJ7KV40_ZINKW40;2255.00;6;33.2
ZJSJD40;2255.00;20;14.15
ZK5JW60;2255.00;4;48.0
ZK7K820;2255.00;1;41.0
Z7230E0_ZK7KP40;2255.00;10;45.03
ZJHKR20_ZJWJ740;2255.00;27;36.2
ZKJJP20;2255.00;17;39.82
ZK9KC60;2255.00;45;43.67
ZJTJ960;2255.00;1;47.0
ZJQJI20;2255.00;26;57.23
ZJTJ820;2255.00;15;49.67
ZJHKR40;2260.00;8;35.62
ZJ7KV40_ZINKW40;2260.00;14;33.35
ZJSJD40;2260.00;8;25.75
ZK5JW60;2260.00;1;35.0
ZK7K820;2260.00;2;24.5
Z7230E0_ZK7KP40;2260.00;11;50.15
ZJHKR20_ZJWJ740;2260.00;13;37.14
ZKJJP20;2260.00;27;44.74
ZK9KC60;2260.00;35;42.09
ZJTJ960;2260.00;7;21.0
ZJQJI20;2260.00;13;59.23
ZJTJ820;2260.00;16;49.94
ZJHKR40;2265.00;10;24.6
ZJ7KV40_ZINKW40;2265.00;10;39.18
ZJSJD40;2265.00;12;10.42
ZK5JW60;2265.00;2;38.0
ZK7K820;2265.00;2;51.5
Z7230E0_ZK7KP40;2265.00;18;51.28
ZJHKR20_ZJWJ740;2265.00;20;40.57
ZKJJP20;2265.00;17;45.12
ZK9KC60;2265.00;40;46.3
ZJTJ960;2265.00;3;15.0
ZJQJI20;2265.00;14;50.29
ZJTJ820;2265.00;23;55.91
ZJHKR40;2270.00;6;24.33
ZJ7KV40_ZINKW40;2270.00;10;37.42
ZJSJD40;2270.00;14;22.86
ZK5JW60;2270.00;8;37.38
ZK7K820;2270.00;3;15.0
Z7230E0_ZK7KP40;2270.00;18;48.52
ZJHKR20_ZJWJ740;2270.00;17;30.31
ZKJJP20;2270.00;16;42.88
ZK9KC60;2270.00;36;63.58
ZJTJ960;2270.00;3;21.67
ZJQJI20;2270.00;22;43.23
ZJTJ820;2270.00;15;48.87
ZJHKR40;2275.00;8;24.75
ZJ7KV40_ZINKW40;2275.00;12;41.59
ZJSJD40;2275.00;8;21.88
ZK5JW60;2275.00;6;46.17
ZK7K820;2275.00;1;0.0
Z7230E0_ZK7KP40;2275.00;18;44.05
ZJHKR20_ZJWJ740;2275.00;32;41.08
ZKJJP20;2275.00;29;47.07
ZK9KC60;2275.00;42;67.79
ZJTJ960;2275.00;4;20.75
ZJQJI20;2275.00;22;54.09
ZJTJ820;2275.00;16;53.56
ZJHKR40;2280.00;9;18.22
ZJ7KV40_ZINKW40;2280.00;7;26.12
ZJSJD40;2280.00;7;7.14
ZK5JW60;2280.00;2;17.5
ZK7K820;2280.00;2;42.0
Z7230E0_ZK7KP40;2280.00;7;48.1
ZJHKR20_ZJWJ740;2280.00;16;25.22
ZKJJP20;2280.00;10;24.7
ZK9KC60;2280.00;21;67.76
ZJTJ960;2280.00;5;38.4
ZJQJI20;2280.00;23;55.52
ZJTJ820;2280.00;8;61.25
ZJHKR40;2285.00;4;27.75
ZJ7KV40_ZINKW40;2285.00;11;30.05
ZJSJD40;2285.00;12;15.25
ZK5JW60;2285.00;3;48.33
ZK7K820;2285.00;0;0.0
Z7230E0_ZK7KP40;2285.00;14;49.99
ZJHKR20_ZJWJ740;2285.00;23;39.17
ZKJJP20;2285.00;15;38.0
ZK9KC60;2285.00;38;53.79
ZJTJ960;2285.00;3;35.33
ZJQJI20;2285.00;16;51.75
ZJTJ820;2285.00;10;60.3
ZJHKR40;2290.00;10;26.6
ZJ7KV40_ZINKW40;2290.00;7;32.5
ZJSJD40;2290.00;6;18.33
ZK5JW60;2290.00;2;45.0
ZK7K820;2290.00;0;0.0
Z7230E0_ZK7KP40;2290.00;12;49.77
ZJHKR20_ZJWJ740;2290.00;17;37.95
ZKJJP20;2290.00;9;36.67
ZK9KC60;2290.00;43;53.09
ZJTJ960;2290.00;6;28.17
ZJQJI20;2290.00;16;54.5
ZJTJ820;2290.00;13;46.23
ZJHKR40;2295.00;15;22.73
ZJ7KV40_ZINKW40;2295.00;7;26.42
ZJSJD40;2295.00;10;11.5
ZK5JW60;2295.00;0;0.0
ZK7K820;2295.00;1;45.0
Z7230E0_ZK7KP40;2295.00;15;45.24
ZJHKR20_ZJWJ740;2295.00;11;44.48
ZKJJP20;2295.00;14;37.5
ZK9KC60;2295.00;46;35.54
ZJTJ960;2295.00;4;23.0
ZJQJI20;2295.00;13;28.15
ZJTJ820;2295.00;9;49.56
ZJHKR40;2300.00;4;13.0
ZJ7KV40_ZINKW40;2300.00;7;22.15
ZJSJD40;2300.00;4;16.0
ZK5JW60;2300.00;6;41.0
ZK7K820;2300.00;3;47.67
Z7230E0_ZK7KP40;2300.00;8;43.13
ZJHKR20_ZJWJ740;2300.00;23;47.99
ZKJJP20;2300.00;17;40.88
ZK9KC60;2300.00;37;53.89
ZJTJ960;2300.00;3;17.0
ZJQJI20;2300.00;22;44.73
ZJTJ820;2300.00;13;49.23
ZJHKR40;2305.00;4;41.0
ZJ7KV40_ZINKW40;2305.00;4;40.07
ZJSJD40;2305.00;9;19.33
ZK5JW60;2305.00;4;47.5
ZK7K820;2305.00;2;14.0
Z7230E0_ZK7KP40;2305.00;12;46.34
ZJHKR20_ZJWJ740;2305.00;15;36.46
ZKJJP20;2305.00;17;40.59
ZK9KC60;2305.00;19;38.95
ZJTJ960;2305.00;7;39.29
ZJQJI20;2305.00;10;41.6
ZJTJ820;2305.00;11;46.91
ZJHKR40;2310.00;5;30.0
ZJ7KV40_ZINKW40;2310.00;5;39.79
ZJSJD40;2310.00;7;12.14
ZK5JW60;2310.00;3;48.33
ZK7K820;2310.00;1;41.0
Z7230E0_ZK7KP40;2310.00;10;52.62
ZJHKR20_ZJWJ740;2310.00;15;38.42
ZKJJP20;2310.00;12;39.83
ZK9KC60;2310.00;34;43.15
ZJTJ960;2310.00;1;46.0
ZJQJI20;2310.00;19;50.53
ZJTJ820;2310.00;14;43.57
ZJHKR40;2315.00;5;13.0
ZJ7KV40_ZINKW40;2315.00;6;35.75
ZJSJD40;2315.00;8;12.25
ZK5JW60;2315.00;1;48.0
ZK7K820;2315.00;0;0.0
Z7230E0_ZK7KP40;2315.00;9;49.32
ZJHKR20_ZJWJ740;2315.00;12;48.76
ZKJJP20;2315.00;13;44.46
ZK9KC60;2315.00;25;38.36
ZJTJ960;2315.00;1;28.0
ZJQJI20;2315.00;18;52.11
ZJTJ820;2315.00;13;38.62
ZJHKR40;2320.00;8;37.88
ZJ7KV40_ZINKW40;2320.00;6;26.55
ZJSJD40;2320.00;13;17.31
ZK5JW60;2320.00;5;39.6
ZK7K820;2320.00;1;50.0
Z7230E0_ZK7KP40;2320.00;3;45.42
ZJHKR20_ZJWJ740;2320.00;18;33.61
ZKJJP20;2320.00;16;50.69
ZK9KC60;2320.00;24;44.46
ZJTJ960;2320.00;1;1.0
ZJQJI20;2320.00;12;57.92
ZJTJ820;2320.00;10;45.8
ZJHKR40;2325.00;3;38.67
ZJ7KV40_ZINKW40;2325.00;6;43.3
ZJSJD40;2325.00;6;13.33
ZK5JW60;2325.00;2;42.0
ZK7K820;2325.00;2;20.0
Z7230E0_ZK7KP40;2325.00;9;47.64
ZJHKR20_ZJWJ740;2325.00;9;32.53
ZKJJP20;2325.00;13;37.0
ZK9KC60;2325.00;21;34.14
ZJTJ960;2325.00;2;49.0
ZJQJI20;2325.00;11;36.82
ZJTJ820;2325.00;15;46.27
ZJHKR40;2330.00;6;29.83
ZJ7KV40_ZINKW40;2330.00;3;33.33
ZJSJD40;2330.00;7;23.86
ZK5JW60;2330.00;3;43.33
ZK7K820;2330.00;0;0.0
Z7230E0_ZK7KP40;2330.00;9;43.38
ZJHKR20_ZJWJ740;2330.00;14;37.21
ZKJJP20;2330.00;17;46.88
ZK9KC60;2330.00;46;45.5
ZJTJ960;2330.00;0;0.0
ZJQJI20;2330.00;16;63.12
ZJTJ820;2330.00;9;45.67
ZJHKR40;2335.00;3;30.33
ZJ7KV40_ZINKW40;2335.00;6;19.08
ZJSJD40;2335.00;17;16.0
ZK5JW60;2335.00;4;45.75
ZK7K820;2335.00;1;0.0
Z7230E0_ZK7KP40;2335.00;16;51.46
ZJHKR20_ZJWJ740;2335.00;18;39.93
ZKJJP20;2335.00;17;43.71
ZK9KC60;2335.00;24;58.42
ZJTJ960;2335.00;0;0.0
ZJQJI20;2335.00;11;34.36
ZJTJ820;2335.00;8;51.0
ZJHKR40;2340.00;6;16.67
ZJ7KV40_ZINKW40;2340.00;4;44.36
ZJSJD40;2340.00;2;12.5
ZK5JW60;2340.00;3;38.67
ZK7K820;2340.00;1;30.0
Z7230E0_ZK7KP40;2340.00;7;48.28
ZJHKR20_ZJWJ740;2340.00;17;42.4
ZKJJP20;2340.00;19;44.05
ZK9KC60;2340.00;29;52.86
ZJTJ960;2340.00;2;0.0
ZJQJI20;2340.00;13;60.31
ZJTJ820;2340.00;11;52.73
ZJHKR40;2345.00;8;26.25
ZJ7KV40_ZINKW40;2345.00;7;31.79
ZJSJD40;2345.00;7;28.43
ZK5JW60;2345.00;2;56.0
ZK7K820;2345.00;1;50.0
Z7230E0_ZK7KP40;2345.00;8;39.71
ZJHKR20_ZJWJ740;2345.00;15;27.19
ZKJJP20;2345.00;13;52.46
